Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,theme
KEGG_2021_Human,Yersinia infection,10/137,8.392790183002486e-07,0.00017792715187965269,0,0,8.514752963571862,119.12754693557528,MAP2K1;FYB1;ARHGEF12;IRAK1;SRC;AKT2;NFATC1;CRKL;SKAP2;ARF6,
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),17/411,4.977740812769901e-07,0.000757114377622302,0,0,4.786627991298042,69.46890411110876,STX7;SNAP23;INPPL1;TNFAIP2;SCRIB;RAB27B;AP3B1;EHD3;PLIN3;STX4;MITD1;SNX9;CHMP6;RAB11FIP3;SNAP29;WASHC3;ARF6,
KEGG_2021_Human,SNARE interactions in vesicular transport,5/33,1.4764109223399594e-05,0.0015649955776803,0,0,18.88846447669977,210.1022717674917,SNAP23;STX7;VTI1A;STX4;SNAP29,
GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),8/89,2.2660744545582177e-06,0.0017233496226915,0,0,10.588835212023618,137.62797840722237,MSRA;LONP1;ABL1;HTRA2;STX4;PARK7;SERPINB6;HSPA1A,3. Stress response
KEGG_2021_Human,Endocytosis,11/252,3.3661699471189386e-05,0.002378760095964,0,0,4.934251851172601,50.81859936649943,EHD3;IST1;DNAJC6;SRC;VPS37A;STAMBP;CHMP6;RAB11FIP3;HSPA1A;WASHC3;ARF6,
KEGG_2021_Human,Insulin signaling pathway,8/137,5.421305356237315e-05,0.0028732918388057,0,0,6.632625547691271,65.14955367060281,GYS1;PTPN1;MAP2K1;PRKAR1A;AKT2;PRKAR2A;INPPL1;CRKL,7. Metabolism / neurological signaling
KEGG_2021_Human,Platelet activation,7/124,0.00019683920371386745,0.0059614158839056,0,0,6.3680757680757685,54.33957626880475,ARHGEF12;PPP1R12A;SRC;AKT2;SNAP23;PLA2G4A;PRKG1,5. Blood vessels / vascular regulation
KEGG_2021_Human,Hepatitis B,8/162,0.00017471707555516373,0.0059614158839056,0,0,5.54884246188594,48.01048603276257,MAP2K1;MAVS;CDKN1A;IRAK1;SRC;AKT2;CASP3;NFATC1,
KEGG_2021_Human,ErbB signaling pathway,6/85,0.0001687524892759907,0.0059614158839056,0,0,8.055941200489995,69.98258535925851,CDKN1A;MAP2K1;SRC;AKT2;ABL1;CRKL,
KEGG_2021_Human,Viral myocarditis,5/60,0.00027551179146986365,0.0073010624739513,0,0,9.602819640252797,78.71316150148475,CASP3;DAG1;ABL1;DMD;EIF4G1,
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,6/97,0.0003467466841898363,0.0081678107831383,0,0,6.989365473236441,55.68368804739616,MAP2K1;AKT2;INPPL1;PLA2G4A;CRKL;ARF6,4. Immune response
KEGG_2021_Human,Apoptosis,7/142,0.0004498455586789836,0.0095367258439944,0,0,5.513953953953954,42.49387193231004,MAP2K1;CASP7;DIABLO;AKT2;CASP3;HTRA2;MAP3K5,
KEGG_2021_Human,MAPK signaling pathway,10/294,0.0005707730168867191,0.0110003526890894,0,0,3.7772790589692,28.210680215964416,MAP2K1;IRAK1;AKT2;CASP3;PLA2G4A;NFATC1;STK4;HSPA1A;CRKL;MAP3K5,
KEGG_2021_Human,Pathogenic Escherichia coli infection,8/197,0.0006491850584885739,0.0114689360332981,0,0,4.5132275132275135,33.12615452587844,CASP7;ARHGEF12;IRAK1;SRC;CASP3;ABL1;HCLS1;ARF6,
KEGG_2021_Human,Proteoglycans in cancer,8/205,0.0008414202655284319,0.0127415068780019,0,0,4.328183623924079,30.645354871749973,MAP2K1;CDKN1A;ARHGEF12;PPP1R12A;SRC;AKT2;CASP3;HCLS1,
KEGG_2021_Human,Chronic myeloid leukemia,5/76,0.0008235814801520009,0.0127415068780019,0,0,7.432778489116517,52.78646356412354,CDKN1A;MAP2K1;AKT2;ABL1;CRKL,
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),6/61,2.5918070722533253e-05,0.0131404618563243,0,0,11.58533724340176,122.34776633729004,PTPN1;SRC;HTRA2;ENO1;PARK7;HSPA1A,
KEGG_2021_Human,Neurotrophin signaling pathway,6/119,0.0010235698918066,0.0144664544708667,0,0,5.622323722523551,38.70665641104576,MAP2K1;IRAK1;AKT2;ABL1;CRKL;MAP3K5,7. Metabolism / neurological signaling
KEGG_2021_Human,Lipid and atherosclerosis,8/215,0.0011433723954492,0.0151496842397029,0,0,4.11699222852342,27.887571383147744,CASP7;IRAK1;SRC;AKT2;CASP3;NFATC1;HSPA1A;MAP3K5,5. Blood vessels / vascular regulation;7. Metabolism / neurological signaling
KEGG_2021_Human,Protein processing in endoplasmic reticulum,7/171,0.0013440066728081,0.0167605538020778,0,0,4.532234673698088,29.967589212309512,DNAJA2;ERP29;P4HB;RNF5;MAP3K5;TXNDC5;HSPA1A,
KEGG_2021_Human,Human cytomegalovirus infection,8/225,0.0015262246879403,0.0179755352135194,0,0,3.925265477860148,25.455182222637337,MAP2K1;CDKN1A;ARHGEF12;SRC;AKT2;CASP3;NFATC1;CRKL,
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),13/377,7.563316362828151e-05,0.0234493310044507,0,0,3.8794892258579408,36.81486186038919,CDKN1A;SRC;PARK7;STK4;CRKL;MYDGF;MAVS;AKT2;ERP29;HCLS1;SNX9;MAP3K5;EIF4G1,
GO_Biological_Process_2023,Ras Protein Signal Transduction (GO:0007265),8/144,7.708524327564362e-05,0.0234493310044507,0,0,6.289002557544757,59.56061940123402,BRAP;DOK2;CDKN1A;DBNL;GRAP2;MYO9B;PARK7;CRKL,
KEGG_2021_Human,Estrogen signaling pathway,6/137,0.0021041101918489,0.023477440035367,0,0,4.84535828613642,29.86612278614889,MAP2K1;SRC;AKT2;EBAG9;FKBP5;HSPA1A,
GO_Biological_Process_2023,Protein Localization (GO:0008104),12/351,0.00015504583288903623,0.0262027457582471,0,0,3.8287118977384464,33.58465592844173,HHEX;PACS2;IST1;STX7;ERP29;ERBIN;STX4;AP3B1;SNX9;DMD;MESD;ARF6,
GO_Biological_Process_2023,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),6/80,0.00012063311193052882,0.0262027457582471,0,0,8.602441150828248,77.61773397216746,HEXIM1;PTPN1;CDKN1A;HHEX;PRKAR1A;PRKAR2A,
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),7/117,0.0001371938881532625,0.0262027457582471,0,0,6.775724815724816,60.26407836636496,MSRA;LONP1;ABL1;HTRA2;STX4;PARK7;HSPA1A,3. Stress response
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),6/82,0.00013835897332916045,0.0262027457582471,0,0,8.375212224108658,74.41927982756305,SRC;AKR1B1;PARK7;TRIAP1;FXN;HSPA1A,
KEGG_2021_Human,VEGF signaling pathway,4/59,0.0024816168546628,0.0263051386594259,0,0,7.641392649903288,45.839529890031365,MAP2K1;SRC;AKT2;PLA2G4A,5. Blood vessels / vascular regulation
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),18/711,0.00017817771047852913,0.0271008297637842,0,0,2.8534109568592325,24.632723893533345,PTPN1;GPI;MAP2K1;YES1;PPP1R12A;UBE2L6;PARK7;CDC42BPB;STK4;MSRA;IRAK1;ATG16L1;AKT2;ABL1;MAP4K5;PRKG1;MAP3K5;METAP2,6. Salt / ion transport
KEGG_2021_Human,Salmonella infection,8/249,0.0028641438885472,0.0289142144939054,0,0,3.5300378856215047,20.670086679999557,MAP2K1;CASP7;IRAK1;DCTN1;AKT2;CASP3;SNX9;ARF6,
KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,4/66,0.0037308443395905,0.0346699371295468,0,0,6.776252573781743,37.88684607734859,HARS1;MARS1;YARS1;DARS1,
KEGG_2021_Human,Oxytocin signaling pathway,6/154,0.0037613611036772,0.0346699371295468,0,0,4.285091543156059,23.92355635035688,MAP2K1;CDKN1A;PPP1R12A;SRC;PLA2G4A;NFATC1,
KEGG_2021_Human,HIF-1 signaling pathway,5/109,0.0040411099754917,0.0356964714501773,0,0,5.065816536404772,27.91890984850233,MAP2K1;CDKN1A;AKT2;ENO1;ENO2,3. Stress response
KEGG_2021_Human,Renal cell carcinoma,4/69,0.0043767489393974,0.0369779504838232,0,0,6.462520458265139,35.10085080707551,CDKN1A;MAP2K1;AKT2;CRKL,
